"";"Res.no";"Agr..no";"Driver.ID";"Days";"Agent.group";"Driver.Country_Disp";"Driver.Age";"Pre.paid.Amount";"First.Licence.Year";"Check.out.Date";"Check.out.Time";"Booking.Date";"Booking.Time";"AD";"B";"BC";"BE";"BF";"BO";"BR";"BS";"CS";"DI";"FDW";"LD";"NV";"PAI";"SC";"SS";"SUB";"TF";"TG";"UPS";"Upgra";"C.O.Mileage";"Check.out.Station";"Group";"Charged.group";"Internet.Insurance.Net.Revenue";"Internet.Non.Insurance.Net.Revenue";"Rental_Cost_Res";"Sales.Channel.2";"Segment";"Past.Rentals.Entry";"Manufacturer";"Color";"Rate.title";"Status";"OnDesk.Insurance.Net.Revenue";"OnDesk.Non.Insurance.Net.Revenue"
"42993";"RES-380640";"NULL";469419;1;"Sixt";"Italy";"52";"0.00";"NULL";"12/8/2022";12;"11/8/2022";17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"802";"EDAR";"EDAR";"0.00";"0.00";"76.99";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"44598";"RES-376989";"SM812-6518";465224;8;"NULL";"Italy";"37";"292.28";"2019";"7/8/2022";20;"2/8/2022";18;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"35457";"812";"MDMR";"MDMR";"0.00";"0.00";"249.81";"Retail Brokers Sixt";"Retail";0;"Peugeot";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"52096";"RES-387120";"SM503-8672";476599;3;"Sixt";"Spain";"34";"0.00";"2019";"5/9/2022";20;"25/8/2022";14;0;0;1;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;"66215";"503";"EDMR";"EDMR";"66.92";"0.00";"189.32";"Retail-Sixt-Sixt";"Retail";0;"Nissan";"White";"Sixt Import Rates";"IN";"0.00";"45.77"
"1682";"RES-352631";"SM3MO-1457";151449;30;"NULL";"Greece";"51";"0.00";"2019";"10/7/2022";12;"9/6/2022";12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"19598";"003-MO";"CDAE";"CDAE";"0.00";"0.00";"0.00";"Retail-Sixt-Sixt";"Retail";10;"Nissan";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"20591";"RES-344454";"SM508-5586";430381;7;"Sixt";"France";"46";"0.00";"2021";"4/8/2022";10;"25/5/2022";16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"42003";"508";"CDMR";"CDMR";"0.00";"0.00";"818.70";"Retail-Sixt-Sixt";"Retail";0;"Ford";"Black";"Sixt Import Rates";"IN";"98.10";"83.26"
"31746";"RES-353169";"NULL";439167;8;"NULL";"Switzerland";"NULL";"409.80";"NULL";"9/9/2022";10;"10/6/2022";16;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"2";"EDMR";"EDMR";"0.00";"0.00";"330.48";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"6780";"RES-356431";"NULL";365125;3;"Sixt";"United States of America";"39";"0.00";"NULL";"8/7/2022";12;"17/6/2022";19;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"503";"EDMR";"EDMR";"0.00";"10.89";"220.41";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"5352";"RES-352049";"SM609-12294";319298;2;"Travel Corporate Agencies";"Greece";"50";"59.61";"2019";"16/6/2022";8;"8/6/2022";9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"51111";"609";"MDMR";"MDMR";"0.00";"0.00";"48.07";"Retail-Call center-Call center";"Retail";2;"Fiat";"White";"Economy Travel Market rates ";"IN";"0.00";"0.00"
"18781";"RES-372545";"NULL";432072;1;"Sixt";"Germany";"51";"0.00";"NULL";"18/8/2022";10;"22/7/2022";12;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"NULL";"701";"MDMR";"MDMR";"17.07";"0.00";"164.33";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"20684";"RES-344765";"SM721-482";430638;1;"Sixt";"United States of America";"28";"0.00";"2022";"8/8/2022";10;"25/5/2022";17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"1203";"721";"MTAE";"MDMR";"0.00";"0.00";"108.47";"Retail Brokers Sixt";"Retail";0;"Fiat";"Green";"Sixt Import Rates";"IN";"19.62";"36.11"
"52917";"RES-396646";"SM609-15766";487720;7;"NULL";"Germany";"33";"199.66";"2019";"24/9/2022";19;"16/9/2022";10;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"32231";"609";"CDMR";"EDMR";"0.00";"0.00";"161.02";"Retail Brokers Sixt";"Retail";0;"Opel";"Grey";"Sixt Import Rates";"IN";"0.00";"25.40"
"43315";"RES-369859";"SM312-18568";457136;10;"Sixt";"United Kingdom";"37";"0.00";"2022";"8/8/2022";20;"15/7/2022";22;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;"3645";"312";"CDAR";"EDAR";"0.00";"72.60";"832.64";"Retail-Sixt-Sixt";"Retail";0;"Skoda";"Grey";"Sixt Import Rates";"IN";"0.00";"79.10"
"7245";"RES-341086";"SM701-17983";372729;7;"Sixt";"United Kingdom";"35";"0.00";"2019";"5/6/2022";14;"24/5/2022";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"65035";"701";"MDMR";"MDMR";"0.00";"0.00";"232.76";"Retail-Sixt-Sixt";"Retail";1;"Peugeot";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"40644";"RES-375407";"SM812-6388";463307;3;"Sixt";"Germany";"31";"0.00";"2022";"29/7/2022";18;"29/7/2022";13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"5901";"812";"MDMR";"MDMR";"0.00";"0.00";"119.10";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"White";"Sixt Import Rates";"IN";"62.70";"0.00"
"30649";"RES-357628";"SM002-79320";444141;4;"Sixt";"Egypt";"40";"0.00";"2019";"18/7/2022";13;"20/6/2022";18;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;"74121";"2";"FVMR";"FVMR";"0.00";"246.01";"1340.23";"Retail-Sixt-Sixt";"Retail";0;"Opel";"White";"Sixt Import Rates";"IN";"274.56";"0.00"
"47474";"RES-365216";"SM002-79760";452030;9;"Sixt";"Italy";"51";"0.00";"2021";"23/7/2022";2;"6/7/2022";21;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"27475";"2";"CDMR";"CDMR";"0.00";"0.00";"633.53";"Retail-Sixt-Sixt";"Retail";0;"Hyundai";"Black";"Sixt Import Rates";"IN";"0.00";"0.00"
"40708";"RES-353570";"SM712-18336";439634;1;"NULL";"United States of America";"39";"116.85";"2019";"17/8/2022";11;"11/6/2022";14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"26563";"712";"EDMR";"EDMR";"0.00";"0.00";"94.23";"Retail Brokers Sixt";"Retail";0;"Nissan";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"12217";"RES-378618";"SM002-81847";291387;5;"Sixt";"United States of America";"41";"0.00";"2022";"18/8/2022";22;"6/8/2022";16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"5550";"2";"CFAR";"CFAR";"0.00";"0.00";"412.20";"Retail-Sixt-Sixt";"Retail";1;"Opel";"Grey";"Sixt Import Rates";"IN";"0.00";"150.00"
"45916";"RES-368734";"SM701-19116";455894;4;"NULL";"France";"27";"1030.13";"2019";"13/7/2022";12;"13/7/2022";12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"42129";"701";"CXAR";"CXAR";"0.00";"0.00";"830.74";"Retail Brokers Sixt";"Retail";0;"Audi";"White";"Sixt Import Rates";"IN";"118.75";"0.00"
"11167";"RES-313940";"SM3MO-1434";398600;30;"Corporate";"Greece";"42";"0.00";"2021";"3/7/2022";15;"2/2/2022";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"27000";"003-MO";"CFMR";"CFMR";"0.00";"0.00";"0.00";"Corporate-Sixt-Sixt";"Corporate";4;"Renault";"Orange";"Corporate 3";"IN";"0.00";"0.00"
"47580";"RES-397847";"SM503-9740";469677;4;"Sixt";"Greece";"31";"0.00";"2019";"29/9/2022";21;"19/9/2022";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"74838";"503";"EDMR";"MDMR";"0.00";"0.00";"112.80";"Retail-Sixt-Sixt";"Retail";1;"Citroen";"White";"Sixt Import Rates";"IN";"74.49";"0.00"
"67604";"NULL";"SM812-7045";90354;2;"Corporate";"Greece";"60";"0.00";"2019";"12/9/2022";11;"12/9/2022";11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"36409";"812";"EDMR";"EDMR";"0.00";"0.00";"0.00";"Corporate-Sixt-Sixt";"Corporate";91;"Opel";"Blue";"Corporate rates 3 seasons";"IN";"NULL";"NULL"
"45082";"RES-375848";"SM003-33441";463861;7;"Sixt";"United States of America";"54";"0.00";"2019";"31/7/2022";9;"30/7/2022";18;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"42726";"3";"EDMR";"EDMR";"128.52";"0.00";"512.26";"Retail-Sixt-Sixt";"Retail";0;"Hyundai";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"65303";"NULL";"SM812-6177";455866;4;"Walk in";"Switzerland";"43";"0.00";"2022";"13/7/2022";11;"13/7/2022";11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"1824";"812";"MDMR";"MDMR";"0.00";"0.00";"0.00";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"White";"Walk In Rates";"IN";"NULL";"NULL"
"37568";"RES-366521";"SM609-13082";453435;2;"Sixt";"Germany";"56";"0.00";"2022";"11/7/2022";12;"9/7/2022";12;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"745";"609";"CXMR";"CXMR";"25.52";"0.00";"235.20";"Retail-Sixt-Sixt";"Retail";0;"Mercedes -Benz";"White";"Sixt Import Rates";"IN";"12.42";"0.00"
"41252";"RES-374855";"SM112-3683";462720;4;"Sixt";"United Kingdom";"39";"0.00";"2019";"29/7/2022";13;"28/7/2022";10;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"47193";"112";"MDMR";"MDMR";"0.00";"0.00";"240.06";"Retail Brokers Sixt";"Retail";0;"Skoda";"Blue";"Sixt Import Rates";"IN";"44.60";"0.00"
"33165";"RES-358712";"SM712-17727";445245;6;"Sixt";"United States of America";"55";"0.00";"2019";"26/7/2022";18;"22/6/2022";18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"27124";"712";"EDMR";"EDMR";"0.00";"0.00";"548.60";"Retail Brokers Sixt";"Retail";0;"Hyundai";"White";"Sixt Import Rates";"IN";"117.74";"0.00"
"348";"RES-28597";"SM3MO-1689";89268;30;"Corporate";"Greece";"67";"0.00";"2017";"9/9/2022";10;"29/7/2018";19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"113500";"003-MO";"CCAR";"CCAR";"0.00";"0.00";"0.00";"";"NULL";54;"Renault";"Red";"Corporate 3";"IN";"0.00";"0.00"
"5712";"RES-350058";"SM002-75218";98271;3;"Corporate";"Greece";"53";"0.00";"2019";"6/6/2022";12;"3/6/2022";17;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"74355";"2";"EDAR";"EDMR";"28.31";"0.00";"110.71";"Corporate-Call center-Call center";"Corporate";29;"Peugeot";"Grey";"Corporate rates 3 seasons";"IN";"0.00";"0.00"
"31075";"RES-396039";"SM002-84621";454004;6;"Sixt";"United States of America";"46";"0.00";"2021";"18/9/2022";10;"14/9/2022";17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"28787";"2";"CCMR";"MDMR";"0.00";"0.00";"146.39";"Retail-Sixt-Sixt";"Retail";1;"Renault";"White";"Sixt Import Rates";"IN";"74.03";"61.29"
"50515";"RES-389252";"SM712-19152";479041;5;"Sixt";"France";"31";"0.00";"2017";"16/9/2022";22;"30/8/2022";17;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"78796";"712";"CDAR";"CCMR";"35.90";"0.00";"227.96";"Retail-Sixt-Sixt";"Retail";0;"Renault";"White";"Sixt Import Rates";"IN";"25.13";"0.00"
"60830";"RES-401238";"SM3MO-1757";493152;30;"Walk in";"Greece";"43";"0.00";"2022";"28/9/2022";12;"27/9/2022";13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"51";"003-MO";"CDMR";"CDMR";"0.00";"0.00";"0.00";"Retail-Sixt-Sixt";"Retail";5;"VW";"Grey";"COMPLIMENTARY RATES";"IN";"0.00";"0.00"
"30857";"RES-358105";"SM003-32107";444634;4;"Sixt";"Greece";"40";"0.00";"2019";"23/6/2022";19;"21/6/2022";15;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"40985";"3";"CXMR";"CDMR";"31.92";"0.00";"142.11";"Retail-Sixt-Sixt";"Retail";0;"BMW";"White";"Sixt Import Rates";"IN";"27.33";"40.24"
"63334";"NULL";"SM712-19037";486124;4;"Walk in";"Poland";"40";"0.00";"2019";"12/9/2022";22;"12/9/2022";22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"39432";"712";"MDMR";"MDMR";"0.00";"0.00";"0.00";"Retail-Station-Station";"Retail";0;"Fiat";"White";"Walk In Rates";"IN";"NULL";"NULL"
"41328";"RES-375311";"SM503-8061";463177;11;"Sixt";"Italy";"53";"0.00";"2019";"20/8/2022";13;"29/7/2022";10;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"34302";"503";"MDMR";"MDMR";"0.00";"0.00";"383.64";"Retail Brokers Sixt";"Retail";0;"Peugeot";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"65934";"NULL";"SM502-32977";452865;12;"Walk in";"Sweden";"24";"0.00";"2022";"8/7/2022";11;"8/7/2022";11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"3155";"502";"MDMR";"MDMR";"0.00";"0.00";"0.00";"Retail-Station-Station";"Retail";0;"Fiat";"White";"Walk In Rates";"IN";"NULL";"NULL"
"8419";"RES-383509";"SM503-8392";403547;7;"Sixt";"United Kingdom";"24";"0.00";"2019";"29/8/2022";22;"17/8/2022";16;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"62417";"503";"EDMR";"EDMR";"0.00";"0.00";"232.79";"Retail-Sixt-Sixt";"Retail";1;"Peugeot";"White";"Sixt Import Rates";"IN";"0.00";"15.18"
"22036";"RES-356907";"SM002-76425";443335;8;"Sixt";"Greece";"69";"0.00";"2019";"19/6/2022";17;"19/6/2022";9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"24920";"2";"MDMR";"MDMR";"0.00";"0.00";"134.88";"Retail-Sixt-Sixt";"Retail";0;"Skoda";"Red";"Sixt Import Rates";"IN";"0.00";"0.00"
"28374";"RES-353047";"SM701-18181";439054;7;"Sixt";"United Kingdom";"30";"0.00";"2018";"13/6/2022";20;"10/6/2022";11;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"14732";"701";"MTAR";"EDAR";"50.26";"0.00";"472.70";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"Red";"Sixt Import Rates";"IN";"94.90";"0.00"
"9689";"RES-323205";"NULL";406754;12;"Sixt";"Germany";"47";"0.00";"NULL";"4/6/2022";14;"20/3/2022";17;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"NULL";"2";"CDMR";"CDMR";"53.28";"43.56";"840.97";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"19754";"RES-349578";"SM609-12523";435520;5;"Sixt";"Israel";"60";"0.00";"2022";"22/6/2022";17;"2/6/2022";17;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"455";"609";"FFAR";"FFAR";"87.75";"18.15";"663.76";"Retail-Sixt-Sixt";"Retail";0;"Mercedes -Benz";"White";"Sixt Import Rates";"IN";"55.24";"0.00"
"6040";"RES-353933";"SM002-76100";135304;2;"Sixt";"Germany";"52";"0.00";"2021";"16/6/2022";14;"12/6/2022";15;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;"21523";"2";"CDMR";"MDMR";"31.88";"0.00";"95.67";"Retail-Sixt-Sixt";"Retail";9;"Hyundai";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"27981";"RES-352691";"NULL";438703;7;"Sixt";"France";"46";"0.00";"NULL";"20/7/2022";12;"9/6/2022";14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"609";"EDAR";"EDAR";"0.00";"0.00";"732.63";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"62963";"NULL";"SM002-85025";490698;4;"Walk in";"United Kingdom";"32";"0.00";"2022";"22/9/2022";13;"22/9/2022";13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"11091";"2";"CXMR";"CXMR";"0.00";"0.00";"0.00";"Retail-Station-Station";"Retail";0;"Mercedes -Benz";"White";"Walk In Rates";"IN";"NULL";"NULL"
"475";"RES-28597";"SM3MO-1580";89268;30;"Corporate";"Greece";"67";"0.00";"2017";"10/8/2022";10;"29/7/2018";19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"111500";"003-MO";"CCAR";"CCAR";"0.00";"0.00";"0.00";"";"NULL";55;"Renault";"Red";"Corporate 3";"IN";"0.00";"0.00"
"15541";"RES-340208";"SM609-12274";426654;5;"Sixt";"Poland";"40";"0.00";"2022";"15/6/2022";10;"23/5/2022";13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"5387";"609";"MDMR";"MDMR";"0.00";"0.00";"162.14";"Retail Brokers Sixt";"Retail";0;"Fiat";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"55455";"RES-389882";"SM609-15132";479686;3;"Online Broker";"Spain";"33";"276.98";"2019";"8/9/2022";13;"31/8/2022";22;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"74528";"609";"CXAR";"CXAR";"0.00";"0.00";"223.37";"Retail Brokers Sixt";"Retail";0;"BMW";"White";"Sixt Import Rates";"IN";"0.00";"10.89"
"34873";"RES-355144";"NULL";441391;9;"Sixt";"Canada";"38";"693.66";"NULL";"9/9/2022";11;"15/6/2022";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"2";"MDAE";"MDAE";"0.00";"0.00";"559.40";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"28533";"RES-362817";"NULL";449549;17;"Sixt";"Italy";"47";"0.00";"NULL";"4/8/2022";16;"2/7/2022";9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"312";"CDAR";"CDAR";"0.00";"0.00";"603.62";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"46679";"RES-375051";"SM812-6630";462935;6;"Sixt";"Germany";"26";"0.00";"2022";"15/8/2022";19;"28/7/2022";16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"2634";"812";"EDMR";"EDMR";"0.00";"0.00";"231.15";"Retail-Sixt-Sixt";"Retail";0;"Opel";"White";"Sixt Import Rates";"IN";"0.00";"91.91"
"23910";"RES-347076";"SM609-12741";433136;7;"Sixt";"Switzerland";"60";"651.17";"2019";"29/6/2022";16;"29/5/2022";19;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"50911";"609";"CCAR";"EDAR";"91.84";"0.00";"525.14";"Retail-Sixt-Sixt";"Retail";0;"Mazda";"Black";"Sixt Import Rates";"IN";"0.00";"0.00"
"35828";"RES-367687";"NULL";454779;11;"Sixt";"United States of America";"NULL";"0.00";"NULL";"22/7/2022";14;"11/7/2022";17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"2";"EDMR";"EDMR";"0.00";"0.00";"620.05";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"32461";"RES-370421";"SM503-6767";457807;2;"NULL";"Sweden";"39";"124.42";"2019";"17/7/2022";21;"17/7/2022";18;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"64395";"503";"EDMR";"EDMR";"0.00";"0.00";"100.34";"Retail Brokers Sixt";"Retail";0;"Nissan";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"16429";"RES-334835";"SM002-78659";418419;10;"Sixt";"Belgium";"60";"0.00";"2021";"11/7/2022";15;"28/4/2022";2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"15700";"2";"EDMR";"EDMR";"0.00";"0.00";"562.00";"Retail Brokers Sixt";"Retail";0;"Opel";"Blue";"Sixt Import Rates";"IN";"28.23";"36.29"
"56297";"RES-393354";"SM503-9483";483729;7;"Online Broker";"Cyprus";"60";"468.26";"2019";"24/9/2022";12;"8/9/2022";9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"42425";"503";"SVMR";"SVMR";"0.00";"0.00";"377.63";"Retail Brokers Sixt";"Retail";0;"Opel";"Blue";"Sixt Import Rates";"IN";"112.91";"0.00"
"44767";"RES-376903";"SM312-18379";465116;7;"Sixt";"Denmark";"32";"0.00";"2019";"2/8/2022";22;"2/8/2022";15;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"35411";"312";"MDMR";"MDMR";"94.85";"0.00";"412.23";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"19282";"RES-348831";"NULL";434858;12;"Sixt";"Blank";"NULL";"0.00";"NULL";"4/6/2022";10;"1/6/2022";16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"802";"CDMR";"CDMR";"0.00";"0.00";"391.97";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"38782";"RES-372219";"SM003-33121";459700;1;"Sixt";"Italy";"40";"0.00";"2017";"22/7/2022";9;"21/7/2022";15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"97781";"3";"CXMR";"MDMR";"0.00";"0.00";"95.94";"Retail-Sixt-Sixt";"Retail";0;"Audi";"Black";"Sixt Import Rates";"IN";"26.32";"16.05"
"33458";"RES-366405";"SM003-33117";453290;1;"Sixt";"United States of America";"45";"0.00";"2022";"22/7/2022";8;"9/7/2022";2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"836";"3";"SFAR";"CFAR";"0.00";"3.61";"139.02";"Retail Brokers Sixt";"Retail";0;"Opel";"Grey";"Sixt Import Rates";"IN";"0.00";"0.00"
"9535";"RES-384308";"SM002-82458";405967;2;"Sixt";"Turkey";"45";"0.00";"2021";"25/8/2022";20;"19/8/2022";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"32241";"2";"SFMR";"SFMR";"0.00";"0.00";"138.54";"Retail-Sixt-Sixt";"Retail";0;"Suzuki";"Grey";"Sixt Import Rates";"IN";"0.00";"0.00"
"63365";"NULL";"SM609-15173";484464;2;"Walk in";"Austria";"38";"0.00";"2022";"9/9/2022";18;"9/9/2022";18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"4081";"609";"IFAR";"IFAR";"0.00";"0.00";"0.00";"Retail-Station-Station";"Retail";0;"Fiat";"Blue";"Walk In Rates";"IN";"NULL";"NULL"
"20327";"RES-355106";"SM002-79484";441354;3;"Sixt";"United States of America";"62";"0.00";"2019";"20/7/2022";11;"14/6/2022";23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"58721";"2";"CCMR";"MDMR";"0.00";"0.00";"331.81";"Retail Brokers Sixt";"Retail";0;"Renault";"Red";"Sixt Import Rates";"IN";"59.16";"74.93"
"28942";"RES-362774";"NULL";449504;21;"NULL";"Belgium";"NULL";"956.31";"NULL";"20/8/2022";19;"2/7/2022";3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"312";"CDAR";"CDAR";"0.00";"54.45";"832.20";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"49696";"RES-384132";"NULL";473305;6;"Sixt";"Germany";"35";"276.35";"NULL";"28/8/2022";10;"18/8/2022";21;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"302";"EDMR";"EDMR";"0.00";"21.78";"222.86";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"48965";"RES-383167";"SM611-3777";472244;4;"Sixt";"Belgium";"35";"0.00";"2022";"21/8/2022";11;"16/8/2022";21;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"492";"611";"EDAR";"MDMR";"52.48";"0.00";"272.51";"Retail-Sixt-Sixt";"Retail";0;"Opel";"Grey";"Sixt Import Rates";"IN";"15.81";"83.22"
"55209";"RES-389512";"NULL";479320;5;"Sixt";"Greece";"51";"0.00";"NULL";"5/9/2022";9;"31/8/2022";11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"312";"EDMR";"EDMR";"0.00";"0.00";"238.04";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"62871";"NULL";"SM812-7207";490683;4;"Walk in";"Austria";"62";"0.00";"2019";"22/9/2022";13;"22/9/2022";13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"73797";"812";"CCMR";"CCMR";"0.00";"0.00";"0.00";"Retail-Sixt-Sixt";"Retail";0;"Renault";"Blue";"Walk In Rates";"IN";"NULL";"NULL"
"6216";"RES-391439";"SM002-83974";367267;18;"Sixt";"United States of America";"60";"0.00";"2022";"11/9/2022";15;"4/9/2022";7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"6746";"2";"FFMR";"JFAR";"0.00";"0.00";"694.31";"Retail-Sixt-Sixt";"Retail";1;"VW";"Grey";"Sixt Import Rates";"IN";"0.00";"415.32"
