"";"Res.no";"Agr..no";"Driver.ID";"Days";"Agent.group";"Driver.Country_Disp";"Driver.Age";"Pre.paid.Amount";"First.Licence.Year";"Check.out.Date";"Check.out.Time";"Booking.Date";"Booking.Time";"AD";"B";"BC";"BE";"BF";"BO";"BR";"BS";"CS";"DI";"FDW";"LD";"NV";"PAI";"SC";"SS";"SUB";"TF";"TG";"UPS";"Upgra";"C.O.Mileage";"Check.out.Station";"Group";"Charged.group";"Internet.Insurance.Net.Revenue";"Internet.Non.Insurance.Net.Revenue";"Rental_Cost_Res";"Sales.Channel.2";"Segment";"Past.Rentals.Entry";"Manufacturer";"Color";"Rate.title";"Status";"OnDesk.Insurance.Net.Revenue";"OnDesk.Non.Insurance.Net.Revenue"
"54530";"RES-378188";"NULL";466512;5;"Sixt";"United States of America";"NULL";"0.00";"NULL";"6/8/2022";16;"5/8/2022";11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"812";"MDAR";"MDAR";"0.00";"0.00";"304.59";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"10783";"RES-361828";"SM312-20182";379365;10;"Sixt";"Poland";"65";"0.00";"2022";"23/9/2022";23;"29/6/2022";23;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"4891";"312";"EDAR";"EDAR";"71.80";"0.00";"728.03";"Retail-Sixt-Sixt";"Retail";1;"Hyundai";"White";"Sixt Import Rates";"IN";"44.57";"86.72"
"25981";"RES-358924";"SM712-17035";445471;3;"Sixt";"Brazil";"35";"0.00";"2019";"1/7/2022";20;"23/6/2022";4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"38760";"712";"MDMR";"MDMR";"0.00";"0.00";"155.95";"Retail Brokers Sixt";"Retail";0;"Kia";"Blue";"Sixt Import Rates";"IN";"0.00";"0.00"
"41402";"RES-377879";"SM611-4056";466184;7;"Sixt";"Germany";"64";"0.00";"2022";"18/9/2022";19;"4/8/2022";16;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;"1439";"611";"CDMR";"EDMR";"70.00";"0.00";"381.48";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"Blue";"Sixt Import Rates";"IN";"0.00";"0.00"
"44812";"RES-377292";"SM302-38483";465552;14;"Sixt";"France";"40";"0.00";"2019";"14/8/2022";19;"3/8/2022";12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"82741";"302";"EDMR";"EDMR";"0.00";"0.00";"683.92";"Retail-Sixt-Sixt";"Retail";0;"Citroen";"White";"Sixt Import Rates";"IN";"0.00";"50.55"
"45563";"RES-379257";"SM701-20180";467838;4;"Sixt";"Israel";"43";"0.00";"2019";"8/8/2022";18;"8/8/2022";13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"44459";"701";"CXMR";"CDMR";"0.00";"0.00";"410.11";"Retail-Sixt-Sixt";"Retail";0;"BMW";"Black";"Sixt Import Rates";"IN";"110.28";"0.00"
"46439";"RES-379764";"SM3MO-1602";468438;30;"Walk in";"Greece";"47";"0.00";"2022";"10/8/2022";18;"9/8/2022";16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"13474";"003-MO";"FFAR";"FFAR";"0.00";"0.00";"114.69";"Retail-Call center-Call center";"Retail";12;"BMW";"Grey";"COMPLIMENTARY RATES";"IN";"0.00";"0.00"
"56944";"RES-398520";"SM503-9550";489989;5;"Sixt";"Israel";"44";"0.00";"2022";"25/9/2022";14;"20/9/2022";21;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"2211";"503";"CDAR";"CDAR";"0.00";"18.15";"227.59";"Retail-Sixt-Sixt";"Retail";0;"Skoda";"White";"Sixt Import Rates";"IN";"0.00";"93.73"
"6334";"RES-368547";"NULL";300379;20;"Sixt";"France";"51";"0.00";"NULL";"28/7/2022";12;"13/7/2022";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"812";"EDMR";"EDMR";"0.00";"0.00";"720.24";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"20033";"RES-350988";"SM712-17020";436989;2;"Sixt";"United States of America";"35";"0.00";"2019";"1/7/2022";11;"6/6/2022";4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"40441";"712";"MDAR";"MDAR";"0.00";"0.00";"196.31";"Retail Brokers Sixt";"Retail";0;"Citroen";"White";"Sixt Import Rates";"IN";"39.25";"0.00"
"66371";"NULL";"SM002-77396";447715;22;"Walk in";"Greece";"33";"0.00";"2022";"28/6/2022";9;"28/6/2022";9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"8851";"2";"FFAR";"IFAR";"0.00";"0.00";"0.00";"Retail-Station-Station";"Retail";0;"BMW";"Grey";"Walk In Rates";"IN";"NULL";"NULL"
"13504";"RES-337913";"NULL";424102;10;"Walk in";"Blank";"NULL";"0.00";"NULL";"21/6/2022";7;"20/5/2022";19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"503";"FFAR";"FFAR";"0.00";"0.00";"0.00";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Walk In Rates";"CNC";"0.00";"0.00"
"61398";"RES-390071";"SM802-10481";479874;1;"Leisure";"Greece";"39";"60.00";"2021";"6/9/2022";8;"1/9/2022";10;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"24539";"802";"CCMR";"MDMR";"9.52";"0.00";"0.00";"Retail-Call center-Call center";"Retail";0;"Renault";"Orange";"Travel Agency 3S 2021";"IN";"0.00";"0.00"
"56103";"RES-388525";"SM802-10665";478232;12;"Online Broker";"United States of America";"83";"342.26";"2019";"16/9/2022";12;"29/8/2022";9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"53439";"802";"EDMR";"EDMR";"0.00";"0.00";"276.02";"Retail Brokers Sixt";"Retail";0;"Hyundai";"White";"Sixt Import Rates";"IN";"0.00";"15.10"
"43046";"RES-365171";"NULL";451985;5;"Sixt";"United States of America";"NULL";"0.00";"NULL";"4/8/2022";8;"6/7/2022";20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"312";"MDMR";"MDMR";"0.00";"0.00";"375.03";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"49071";"RES-388115";"NULL";477735;5;"Online Broker";"Blank";"NULL";"337.86";"NULL";"15/9/2022";11;"28/8/2022";7;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"302";"SDMR";"SDMR";"32.25";"0.00";"308.77";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"28351";"RES-349994";"SM002-75428";435939;5;"NULL";"Belgium";"44";"165.40";"2019";"8/6/2022";23;"3/6/2022";15;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"55660";"2";"MDMR";"MDMR";"0.00";"0.00";"133.39";"Retail Brokers Sixt";"Retail";0;"Fiat";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"46840";"RES-379936";"SM312-18718";468624;1;"Sixt";"United Kingdom";"24";"0.00";"2019";"12/8/2022";23;"10/8/2022";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"31499";"312";"MDMR";"MDMR";"0.00";"0.00";"53.81";"Retail Brokers Sixt";"Retail";0;"Fiat";"White";"Sixt Import Rates";"IN";"11.81";"0.00"
"30830";"RES-358369";"SM721-770";444897;7;"Sixt";"Portugal";"75";"0.00";"2019";"13/9/2022";11;"22/6/2022";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"35839";"721";"MDMR";"MDMR";"61.53";"0.00";"339.03";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"White";"Sixt Import Rates";"IN";"68.54";"0.00"
"11936";"RES-310236";"NULL";395496;15;"NULL";"Netherlands";"NULL";"1333.26";"NULL";"16/7/2022";10;"4/1/2022";11;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"302";"IFMR";"IFMR";"0.00";"0.00";"1075.21";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"4338";"RES-361272";"SM002-82422";23988;8;"Sixt";"United States of America";"36";"0.00";"2022";"25/8/2022";14;"28/6/2022";16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"13959";"2";"FFAR";"CXAR";"0.00";"0.00";"1316.06";"Retail-Sixt-Sixt";"Retail";1;"BMW";"Black";"Sixt Import Rates";"IN";"0.00";"160.00"
"19765";"RES-378092";"SM002-82483";435596;10;"Sixt";"United States of America";"68";"0.00";"2019";"26/8/2022";9;"5/8/2022";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"75342";"2";"EDMR";"EDMR";"0.00";"0.00";"298.17";"Retail-Sixt-Sixt";"Retail";1;"Peugeot";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"43363";"RES-370085";"SM002-79938";457416;7;"Sixt";"United Kingdom";"44";"0.00";"2018";"24/7/2022";15;"16/7/2022";18;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"81390";"2";"MDMR";"MDMR";"0.00";"0.00";"339.56";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"44981";"RES-375644";"SM802-10416";463580;2;"Sixt";"Australia";"56";"0.00";"2019";"3/9/2022";9;"30/7/2022";5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"47607";"802";"MDAR";"MDAR";"7.10";"0.00";"162.02";"Retail-Sixt-Sixt";"Retail";0;"Citroen";"White";"Sixt Import Rates";"IN";"19.05";"0.00"
"55938";"RES-397903";"NULL";489295;4;"Walk in";"Blank";"NULL";"0.00";"NULL";"22/9/2022";19;"19/9/2022";12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"609";"EDMR";"EDMR";"0.00";"0.00";"0.00";"";"NULL";0;"NULL";"NULL";"Corporate 3";"CNC";"0.00";"0.00"
"28618";"RES-362547";"SM611-3669";449282;8;"Sixt";"Greece";"37";"0.00";"2019";"11/8/2022";10;"1/7/2022";20;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"43001";"611";"EDMR";"MDMR";"76.56";"0.00";"479.27";"Retail-Sixt-Sixt";"Retail";0;"Nissan";"White";"Sixt Import Rates";"IN";"60.00";"0.00"
"17902";"RES-339156";"SM609-11926";425660;8;"NULL";"France";"74";"321.10";"2019";"2/6/2022";15;"23/5/2022";13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"21468";"609";"EDMR";"EDMR";"0.00";"0.00";"258.95";"Retail Brokers Sixt";"Retail";0;"Peugeot";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"35207";"RES-359030";"NULL";441695;10;"Sixt";"United Kingdom";"30";"0.00";"NULL";"6/7/2022";8;"23/6/2022";11;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"302";"MDMR";"MDMR";"0.00";"0.00";"715.65";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"64292";"NULL";"SM609-14315";472564;3;"Walk in";"United States of America";"48";"0.00";"2022";"17/8/2022";14;"17/8/2022";14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"3000";"609";"MTMR";"MTMR";"0.00";"0.00";"0.00";"Retail-Station-Station";"Retail";0;"Fiat";"White";"Walk In Rates";"IN";"NULL";"NULL"
"61044";"RES-400324";"SM611-4123";492113;4;"Sixt";"Germany";"26";"0.00";"2022";"27/9/2022";11;"25/9/2022";13;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"7187";"611";"MDMR";"MDMR";"14.20";"0.00";"109.82";"Retail Brokers Sixt";"Retail";0;"Fiat";"Grey";"Sixt Import Rates";"IN";"0.00";"0.00"
"21644";"RES-341891";"NULL";428129;9;"Sixt";"Blank";"NULL";"0.00";"NULL";"24/6/2022";12;"24/5/2022";11;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"2";"FVMR";"FVMR";"35.55";"0.00";"1582.92";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"60030";"RES-391353";"SM503-8624";481376;10;"NULL";"Israel";"65";"392.44";"2019";"4/9/2022";21;"3/9/2022";22;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"74687";"503";"JFAR";"CCAR";"0.00";"36.30";"372.88";"Retail Brokers Sixt";"Retail";0;"MINI";"Grey";"Sixt Import Rates";"IN";"131.20";"0.00"
"54296";"RES-396923";"SM609-15528";488106;7;"Sixt";"Switzerland";"42";"0.00";"2019";"18/9/2022";15;"17/9/2022";12;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"57730";"609";"MDAR";"MDAR";"91.84";"0.00";"338.99";"Retail-Sixt-Sixt";"Retail";0;"Citroen";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"7958";"RES-251992";"SM3MO-1553";325428;30;"NULL";"Greece";"68";"0.00";"2019";"7/8/2022";12;"6/5/2021";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"87000";"003-MO";"FFAR";"FFAR";"0.00";"0.00";"0.00";"Retail-Sixt-Sixt";"Retail";17;"BMW";"Grey";"Sixt Plus";"IN";"0.00";"0.00"
"6093";"RES-394314";"SM002-85809";288635;2;"Sixt";"Greece";"43";"0.00";"2019";"30/9/2022";14;"10/9/2022";18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;"57973";"2";"JFAR";"JFAR";"14.04";"0.00";"142.48";"Retail-Sixt-Sixt";"Retail";1;"MINI";"Blue";"Sixt Import Rates";"IN";"58.95";"0.00"
"55809";"RES-391508";"SM002-83345";481580;5;"Online Broker";"United States of America";"46";"131.46";"2019";"4/9/2022";21;"4/9/2022";12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"68709";"2";"MDMR";"MDMR";"0.00";"0.00";"106.02";"Retail Brokers Sixt";"Retail";0;"Kia";"Blue";"Sixt Import Rates";"IN";"0.00";"0.00"
"43658";"RES-381953";"SM712-18294";470906;7;"Sixt";"Italy";"48";"0.00";"2019";"15/8/2022";16;"14/8/2022";14;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"23775";"712";"MDMR";"MDMR";"0.00";"0.00";"264.51";"Retail Brokers Sixt";"Retail";0;"Peugeot";"White";"Sixt Import Rates";"IN";"91.39";"0.00"
"11147";"RES-313940";"SM3MO-1654";398600;30;"Corporate";"Greece";"42";"0.00";"2021";"1/9/2022";8;"2/2/2022";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"31000";"003-MO";"CFMR";"CFMR";"0.00";"0.00";"0.00";"Corporate-Sixt-Sixt";"Corporate";10;"Renault";"Orange";"Corporate 3";"IN";"0.00";"0.00"
"37558";"RES-368291";"SM312-17795";455415;4;"Sixt";"United States of America";"45";"0.00";"2017";"17/7/2022";13;"12/7/2022";16;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"69940";"312";"CWAR";"CCMR";"18.00";"0.00";"202.80";"Retail Brokers Sixt";"Retail";0;"Renault";"White";"Sixt Import Rates";"IN";"0.00";"40.00"
"11843";"RES-361539";"SM002-79106";333899;1;"Sixt";"France";"44";"160.90";"2022";"16/7/2022";12;"29/6/2022";10;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;"9097";"2";"EDMR";"EDMR";"9.57";"10.08";"105.86";"Retail-Sixt-Sixt";"Retail";2;"Peugeot";"White";"Sixt Import Rates";"IN";"23.90";"0.00"
"64991";"NULL";"SM302-36818";457279;3;"Walk in";"Israel";"33";"0.00";"2018";"16/7/2022";12;"16/7/2022";12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"44795";"302";"MDMR";"MDMR";"0.00";"0.00";"0.00";"Retail-Station-Station";"Retail";0;"Fiat";"White";"Walk In Rates";"IN";"NULL";"NULL"
"37090";"RES-374347";"SM003-33299";462172;1;"Sixt";"United States of America";"54";"0.00";"2019";"27/7/2022";10;"27/7/2022";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"61574";"3";"EDAR";"CDMR";"0.00";"0.00";"132.74";"Retail Brokers Sixt";"Retail";0;"Opel";"Grey";"Sixt Import Rates";"IN";"18.34";"16.05"
"29970";"RES-363522";"NULL";450391;16;"Sixt";"Blank";"NULL";"0.00";"NULL";"17/9/2022";19;"3/7/2022";22;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"NULL";"812";"EDMR";"EDMR";"56.80";"54.45";"849.66";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"4689";"RES-315167";"NULL";21493;13;"Sixt";"United States of America";"56";"0.00";"NULL";"19/8/2022";10;"8/2/2022";21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"2";"EDMR";"EDMR";"0.00";"0.00";"890.69";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"54752";"RES-378773";"SM002-82447";467256;2;"Sixt";"Australia";"28";"0.00";"2022";"25/8/2022";17;"7/8/2022";8;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"5546";"2";"MDMR";"MDMR";"19.14";"0.00";"101.37";"Retail Brokers Sixt";"Retail";0;"Fiat";"Blue";"Sixt Import Rates";"IN";"0.00";"0.00"
"22676";"RES-348529";"SM302-34818";428801;6;"Sixt";"United States of America";"52";"0.00";"2017";"7/6/2022";14;"1/6/2022";8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"81346";"302";"FVMR";"FVMR";"0.00";"21.67";"839.83";"Retail-Sixt-Sixt";"Retail";0;"VW";"White";"Sixt Import Rates";"IN";"307.36";"0.00"
"44653";"RES-377149";"SM712-17953";465382;7;"Sixt";"Germany";"25";"0.00";"2021";"3/8/2022";9;"3/8/2022";2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"8191";"712";"EDMR";"MDMR";"0.00";"0.00";"252.47";"Retail Brokers Sixt";"Retail";0;"Opel";"Black";"Sixt Import Rates";"IN";"91.39";"0.00"
"41547";"RES-375192";"SM002-80341";463065;10;"Sixt";"Germany";"44";"0.00";"2021";"29/7/2022";20;"28/7/2022";22;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"28341";"2";"EDMR";"EDMR";"35.50";"0.00";"508.63";"Retail-Sixt-Sixt";"Retail";0;"Ford";"White";"Sixt Import Rates";"IN";"95.72";"0.00"
"15826";"RES-340744";"NULL";427193;4;"Sixt";"Blank";"NULL";"0.00";"NULL";"7/8/2022";17;"23/5/2022";22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"3";"EDMR";"EDMR";"0.00";"0.00";"420.96";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"24069";"RES-358931";"SM503-5765";445477;7;"Sixt";"Netherlands";"38";"0.00";"2019";"24/6/2022";10;"23/6/2022";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"48835";"503";"MDMR";"MDMR";"0.00";"0.00";"119.74";"Retail-Sixt-Sixt";"Retail";0;"Peugeot";"White";"Sixt Import Rates";"IN";"0.00";"25.40"
"56893";"RES-391833";"NULL";475424;9;"Sixt";"United States of America";"54";"0.00";"NULL";"8/9/2022";17;"4/9/2022";23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"2";"CXAR";"CXAR";"0.00";"0.00";"371.70";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"564";"RES-393741";"SM312-19845";146503;7;"Corporate";"Greece";"32";"0.00";"2022";"15/9/2022";9;"9/9/2022";10;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"5195";"312";"IFAR";"IFAR";"0.00";"0.00";"237.77";"Corporate-Call center-Call center";"Corporate";6;"Fiat";"Green";"LIDL CDW, TP";"IN";"0.00";"0.00"
"16961";"RES-344111";"SM002-81173";430074;20;"Sixt";"United States of America";"42";"0.00";"2021";"9/8/2022";12;"25/5/2022";11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"31698";"2";"CXAR";"CXAR";"0.00";"0.00";"3287.81";"Retail-Sixt-Sixt";"Retail";0;"Mercedes -Benz";"White";"Sixt Import Rates";"IN";"256.46";"125.16"
"4167";"RES-396010";"SM003-35006";306164;6;"Sixt";"Colombia";"34";"0.00";"2019";"15/9/2022";12;"14/9/2022";16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"35287";"3";"SXAR";"CXAR";"0.00";"0.00";"260.89";"Retail Brokers Sixt";"Retail";4;"Audi";"Grey";"Sixt Import Rates";"IN";"0.00";"60.18"
"27986";"RES-352745";"SM002-75721";438747;3;"NULL";"Switzerland";"64";"83.29";"2021";"12/6/2022";13;"9/6/2022";16;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"22745";"2";"EDMR";"EDMR";"0.00";"0.00";"67.17";"Retail Brokers Sixt";"Retail";0;"Ford";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"4675";"RES-400237";"SM002-85417";283238;12;"Sixt";"United States of America";"49";"0.00";"2022";"26/9/2022";16;"25/9/2022";8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"20";"2";"FFMR";"CFMR";"0.00";"0.00";"388.83";"Retail Brokers Sixt";"Retail";1;"Audi";"Grey";"Sixt Import Rates";"IN";"0.00";"251.58"
"64136";"NULL";"SM302-39040";476002;7;"Walk in";"Germany";"26";"0.00";"2019";"24/8/2022";10;"24/8/2022";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"62997";"302";"CXMR";"CXMR";"0.00";"0.00";"0.00";"Retail-Station-Station";"Retail";0;"BMW";"White";"Walk In Rates";"IN";"NULL";"NULL"
"23386";"RES-369592";"SM503-6668";444429;5;"Sixt";"Ukraine";"41";"0.00";"2019";"15/7/2022";14;"15/7/2022";11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"41884";"503";"CXAR";"CXAR";"0.00";"0.00";"474.57";"Retail-Sixt-Sixt";"Retail";1;"Audi";"White";"Sixt Import Rates";"IN";"85.64";"11.70"
"64053";"NULL";"SM712-18866";483219;1;"Walk in";"Romania";"33";"0.00";"2019";"7/9/2022";8;"7/9/2022";8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"53679";"712";"MDMR";"MDMR";"0.00";"0.00";"0.00";"Retail-Station-Station";"Retail";0;"Fiat";"White";"Walk In Rates";"IN";"NULL";"NULL"
"20885";"RES-344919";"SM701-19246";430801;5;"Sixt";"Portugal";"27";"0.00";"2017";"16/7/2022";19;"25/5/2022";21;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"62854";"701";"MDAR";"MDMR";"47.85";"0.00";"413.60";"Retail-Sixt-Sixt";"Retail";0;"Renault";"Red";"Sixt Import Rates";"IN";"53.37";"0.00"
"65550";"NULL";"SM701-19376";459329;3;"Walk in";"San Marino";"27";"0.00";"2019";"20/7/2022";18;"20/7/2022";18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"95915";"701";"EXAR";"EXAR";"0.00";"0.00";"0.00";"Retail-Station-Station";"Retail";0;"MINI";"Grey";"Walk In Rates";"IN";"NULL";"NULL"
"62657";"NULL";"SM503-9706";493877;4;"Walk in";"France";"67";"0.00";"2019";"28/9/2022";18;"28/9/2022";18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"53798";"503";"EDMR";"EDMR";"0.00";"0.00";"0.00";"Retail-Station-Station";"Retail";0;"Opel";"Silver";"Walk In Rates";"IN";"NULL";"NULL"
"3723";"RES-396847";"SM503-9405";223669;4;"Corporate";"Greece";"43";"0.00";"2019";"22/9/2022";14;"16/9/2022";17;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"64017";"503";"CXAR";"CXAR";"39.07";"0.00";"189.51";"Corporate-Call center-Call center";"Corporate";3;"Audi";"White";"Corporate rates 3 seasons";"IN";"0.00";"0.00"
"24625";"RES-357009";"NULL";443468;14;"Sixt";"Blank";"42";"0.00";"NULL";"23/7/2022";9;"19/6/2022";14;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"302";"IFAR";"IFAR";"0.00";"50.82";"1597.38";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"19207";"RES-335227";"NULL";418812;20;"Sixt";"Blank";"43";"0.00";"NULL";"26/6/2022";14;"29/4/2022";4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"2";"MDMR";"MDMR";"0.00";"0.00";"1321.87";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"17722";"RES-346381";"SM312-16823";432318;4;"Sixt";"Germany";"25";"0.00";"2021";"20/6/2022";9;"28/5/2022";1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"23230";"312";"EDAR";"EDAR";"0.00";"0.00";"224.35";"Retail-Sixt-Sixt";"Retail";0;"Suzuki";"Grey";"Sixt Import Rates";"IN";"47.23";"0.00"
"44162";"RES-375484";"SM609-13693";463400;10;"Sixt";"United Kingdom";"48";"1394.23";"2019";"30/7/2022";21;"29/7/2022";17;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"72989";"609";"CXAR";"CXAR";"0.00";"0.00";"923.60";"Retail-Sixt-Sixt";"Retail";0;"BMW";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"12023";"RES-309636";"SM802-9166";394863;10;"Sixt";"Germany";"55";"0.00";"2019";"9/6/2022";18;"29/12/2021";12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"24127";"802";"MDMR";"MDMR";"20.16";"41.75";"495.79";"Retail-Sixt-Sixt";"Retail";0;"Peugeot";"White";"Sixt Import Rates";"IN";"110.98";"0.00"
